year,municipality_name,is_region,crime_code,crime_count
2019,MADRID,False,SEXUAL,1105.0
2019,MADRID,False,SEXUAL_PENETRATION,138.0
2019,MADRID,False,SEXUAL_OTHER,967.0
2019,MADRID,False,ROBBERY_VIOLENT,10813.0
2019,MADRID,False,BURGLARY,8784.0
2019,MADRID,False,BURGLARY_DWELLING,5125.0
2019,MADRID,False,THEFT,111709.0
2019,MADRID,False,VEHICLE_THEFT,4981.0
2019,MADRID,False,DRUG_TRAFFICKING,1947.0
2019,MADRID,False,OTHER_CONVENTIONAL,89613.0
2019,MADRID,False,CYBERCRIME,21897.0
2019,MADRID,False,CYBER_FRAUD,19866.0
2019,MADRID,False,CYBER_OTHER,2031.0
2019,MADRID,False,TOTAL,252363.0
2019,MAJADAHONDA,False,CONVENTIONAL,3772.0
2019,MAJADAHONDA,False,HOM_COMPLETED,0.0
2019,MAJADAHONDA,False,HOM_ATTEMPTED,3.0
2019,MAJADAHONDA,False,INJURY,24.0
2019,MAJADAHONDA,False,KIDNAPPING,0.0
2019,MAJADAHONDA,False,SEXUAL,20.0
2019,MAJADAHONDA,False,SEXUAL_PENETRATION,3.0
2019,MAJADAHONDA,False,SEXUAL_OTHER,17.0
2019,MAJADAHONDA,False,ROBBERY_VIOLENT,83.0
2019,MAJADAHONDA,False,BURGLARY,389.0
2019,MAJADAHONDA,False,BURGLARY_DWELLING,301.0
2019,MAJADAHONDA,False,THEFT,1427.0
2019,MAJADAHONDA,False,VEHICLE_THEFT,74.0
2019,MAJADAHONDA,False,DRUG_TRAFFICKING,17.0
2019,MAJADAHONDA,False,OTHER_CONVENTIONAL,1735.0
2019,MAJADAHONDA,False,CYBERCRIME,312.0
2019,MAJADAHONDA,False,CYBER_FRAUD,263.0
2019,MAJADAHONDA,False,CYBER_OTHER,49.0
2019,MAJADAHONDA,False,TOTAL,4084.0
2019,MEJORADA DEL CAMPO,False,CONVENTIONAL,1279.0
2019,MEJORADA DEL CAMPO,False,HOM_COMPLETED,0.0
2019,MEJORADA DEL CAMPO,False,HOM_ATTEMPTED,0.0
2019,MEJORADA DEL CAMPO,False,INJURY,18.0
2019,MEJORADA DEL CAMPO,False,KIDNAPPING,0.0
2019,MEJORADA DEL CAMPO,False,SEXUAL,1.0
2019,MEJORADA DEL CAMPO,False,SEXUAL_PENETRATION,0.0
2019,MEJORADA DEL CAMPO,False,SEXUAL_OTHER,1.0
2019,MEJORADA DEL CAMPO,False,ROBBERY_VIOLENT,19.0
2019,MEJORADA DEL CAMPO,False,BURGLARY,80.0
2019,MEJORADA DEL CAMPO,False,BURGLARY_DWELLING,42.0
2019,MEJORADA DEL CAMPO,False,THEFT,245.0
2019,MEJORADA DEL CAMPO,False,VEHICLE_THEFT,29.0
2019,MEJORADA DEL CAMPO,False,DRUG_TRAFFICKING,3.0
2019,MEJORADA DEL CAMPO,False,OTHER_CONVENTIONAL,884.0
2019,MEJORADA DEL CAMPO,False,CYBERCRIME,89.0
2019,MEJORADA DEL CAMPO,False,CYBER_FRAUD,73.0
2019,MEJORADA DEL CAMPO,False,CYBER_OTHER,16.0
2019,MEJORADA DEL CAMPO,False,TOTAL,1368.0
2019,MOSTOLES,False,CONVENTIONAL,7181.0
2019,MOSTOLES,False,HOM_COMPLETED,1.0
2019,MOSTOLES,False,HOM_ATTEMPTED,3.0
2019,MOSTOLES,False,INJURY,61.0
2019,MOSTOLES,False,KIDNAPPING,1.0
2019,MOSTOLES,False,SEXUAL,44.0
2019,MOSTOLES,False,SEXUAL_PENETRATION,4.0
2019,MOSTOLES,False,SEXUAL_OTHER,40.0
2019,MOSTOLES,False,ROBBERY_VIOLENT,369.0
2019,MOSTOLES,False,BURGLARY,376.0
2019,MOSTOLES,False,BURGLARY_DWELLING,265.0
2019,MOSTOLES,False,THEFT,2097.0
2019,MOSTOLES,False,VEHICLE_THEFT,221.0
2019,MOSTOLES,False,DRUG_TRAFFICKING,45.0
2019,MOSTOLES,False,OTHER_CONVENTIONAL,3963.0
2019,MOSTOLES,False,CYBERCRIME,1357.0
2019,MOSTOLES,False,CYBER_FRAUD,1210.0
2019,MOSTOLES,False,CYBER_OTHER,147.0
2019,MOSTOLES,False,TOTAL,8538.0
2019,NAVALCARNERO,False,CONVENTIONAL,1020.0
2019,NAVALCARNERO,False,HOM_COMPLETED,0.0
2019,NAVALCARNERO,False,HOM_ATTEMPTED,0.0
2019,NAVALCARNERO,False,INJURY,5.0
2019,NAVALCARNERO,False,KIDNAPPING,0.0
2019,NAVALCARNERO,False,SEXUAL,13.0
2019,NAVALCARNERO,False,SEXUAL_PENETRATION,0.0
2019,NAVALCARNERO,False,SEXUAL_OTHER,13.0
2019,NAVALCARNERO,False,ROBBERY_VIOLENT,9.0
2019,NAVALCARNERO,False,BURGLARY,87.0
2019,NAVALCARNERO,False,BURGLARY_DWELLING,72.0
