measure,year,crime_code,name_en,level,age,sex,cases,is_age_total,comparable_band,share,rate_per_10000
victims,2024,5.3.1,Street robbery,3,14-17,F,71,f,t,0.009296,
victims,2024,5.3.1,Street robbery,3,14-17,U,0,f,t,0.000000,
victims,2024,5.3.1,Street robbery,3,18-30,M,2089,f,t,0.273501,
victims,2024,5.3.1,Street robbery,3,18-30,F,653,f,t,0.085494,
victims,2024,5.3.1,Street robbery,3,18-30,U,0,f,t,0.000000,
victims,2024,5.3.1,Street robbery,3,31-40,M,1072,f,t,0.140351,
victims,2024,5.3.1,Street robbery,3,31-40,F,350,f,t,0.045824,
victims,2024,5.3.1,Street robbery,3,31-40,U,0,f,t,0.000000,
victims,2024,5.3.1,Street robbery,3,41-64,M,1515,f,t,0.198350,
victims,2024,5.3.1,Street robbery,3,41-64,F,672,f,t,0.087981,
victims,2024,5.3.1,Street robbery,3,41-64,U,0,f,t,0.000000,
victims,2024,5.3.1,Street robbery,3,65+,M,311,f,t,0.040717,
victims,2024,5.3.1,Street robbery,3,65+,F,351,f,t,0.045954,
victims,2024,5.3.1,Street robbery,3,65+,U,1,f,t,0.000131,
victims,2024,5.3.1,Street robbery,3,U,M,16,f,f,0.002095,
victims,2024,5.3.1,Street robbery,3,U,F,8,f,f,0.001047,
victims,2024,5.3.1,Street robbery,3,U,U,4,f,f,0.000524,
victims,2024,5.3.2,Robbery in dwellings,3,0-13,M,2,f,f,0.003295,
victims,2024,5.3.2,Robbery in dwellings,3,0-13,F,0,f,f,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,0-13,U,0,f,f,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,14-17,M,7,f,t,0.011532,
victims,2024,5.3.2,Robbery in dwellings,3,14-17,F,2,f,t,0.003295,
victims,2024,5.3.2,Robbery in dwellings,3,14-17,U,0,f,t,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,18-30,M,84,f,t,0.138386,
victims,2024,5.3.2,Robbery in dwellings,3,18-30,F,36,f,t,0.059308,
victims,2024,5.3.2,Robbery in dwellings,3,18-30,U,0,f,t,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,31-40,M,50,f,t,0.082372,
victims,2024,5.3.2,Robbery in dwellings,3,31-40,F,40,f,t,0.065898,
victims,2024,5.3.2,Robbery in dwellings,3,31-40,U,0,f,t,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,41-64,M,95,f,t,0.156507,
victims,2024,5.3.2,Robbery in dwellings,3,41-64,F,97,f,t,0.159802,
victims,2024,5.3.2,Robbery in dwellings,3,41-64,U,0,f,t,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,65+,M,84,f,t,0.138386,
victims,2024,5.3.2,Robbery in dwellings,3,65+,F,108,f,t,0.177924,
victims,2024,5.3.2,Robbery in dwellings,3,65+,U,0,f,t,0.000000,
victims,2024,5.3.2,Robbery in dwellings,3,U,M,1,f,f,0.001647,
victims,2024,5.3.2,Robbery in dwellings,3,U,F,1,f,f,0.001647,
victims,2024,5.3.2,Robbery in dwellings,3,U,U,0,f,f,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,0-13,M,0,f,f,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,0-13,F,2,f,f,0.001347,
victims,2024,5.3.3,Robbery of commercial premises,3,0-13,U,0,f,f,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,14-17,M,12,f,t,0.008081,
victims,2024,5.3.3,Robbery of commercial premises,3,14-17,F,2,f,t,0.001347,
victims,2024,5.3.3,Robbery of commercial premises,3,14-17,U,0,f,t,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,18-30,M,269,f,t,0.181145,
victims,2024,5.3.3,Robbery of commercial premises,3,18-30,F,189,f,t,0.127273,
victims,2024,5.3.3,Robbery of commercial premises,3,18-30,U,0,f,t,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,31-40,M,245,f,t,0.164983,
victims,2024,5.3.3,Robbery of commercial premises,3,31-40,F,111,f,t,0.074747,
victims,2024,5.3.3,Robbery of commercial premises,3,31-40,U,0,f,t,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,41-64,M,349,f,t,0.235017,
victims,2024,5.3.3,Robbery of commercial premises,3,41-64,F,224,f,t,0.150842,
victims,2024,5.3.3,Robbery of commercial premises,3,41-64,U,1,f,t,0.000673,
victims,2024,5.3.3,Robbery of commercial premises,3,65+,M,25,f,t,0.016835,
victims,2024,5.3.3,Robbery of commercial premises,3,65+,F,21,f,t,0.014141,
victims,2024,5.3.3,Robbery of commercial premises,3,65+,U,0,f,t,0.000000,
victims,2024,5.3.3,Robbery of commercial premises,3,U,M,34,f,f,0.022896,
victims,2024,5.3.3,Robbery of commercial premises,3,U,F,1,f,f,0.000673,
victims,2024,5.3.3,Robbery of commercial premises,3,U,U,0,f,f,0.000000,
victims,2024,5.4,Vehicle theft,2,0-13,M,1,f,f,0.000191,
victims,2024,5.4,Vehicle theft,2,0-13,F,0,f,f,0.000000,
victims,2024,5.4,Vehicle theft,2,0-13,U,0,f,f,0.000000,
victims,2024,5.4,Vehicle theft,2,14-17,M,1,f,t,0.000191,
victims,2024,5.4,Vehicle theft,2,14-17,F,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,14-17,U,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,18-30,M,602,f,t,0.114689,
victims,2024,5.4,Vehicle theft,2,18-30,F,228,f,t,0.043437,
victims,2024,5.4,Vehicle theft,2,18-30,U,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,31-40,M,940,f,t,0.179082,
victims,2024,5.4,Vehicle theft,2,31-40,F,290,f,t,0.055249,
victims,2024,5.4,Vehicle theft,2,31-40,U,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,41-64,M,2194,f,t,0.417984,
victims,2024,5.4,Vehicle theft,2,41-64,F,652,f,t,0.124214,
victims,2024,5.4,Vehicle theft,2,41-64,U,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,65+,M,255,f,t,0.048581,
victims,2024,5.4,Vehicle theft,2,65+,F,67,f,t,0.012764,
victims,2024,5.4,Vehicle theft,2,65+,U,0,f,t,0.000000,
victims,2024,5.4,Vehicle theft,2,U,M,13,f,f,0.002477,
victims,2024,5.4,Vehicle theft,2,U,F,4,f,f,0.000762,
victims,2024,5.4,Vehicle theft,2,U,U,2,f,f,0.000381,
victims,2024,5.5,Fraud,2,0-13,M,11,f,f,0.000180,
victims,2024,5.5,Fraud,2,0-13,F,8,f,f,0.000131,
victims,2024,5.5,Fraud,2,0-13,U,0,f,f,0.000000,
victims,2024,5.5,Fraud,2,14-17,M,59,f,t,0.000966,
victims,2024,5.5,Fraud,2,14-17,F,67,f,t,0.001097,
victims,2024,5.5,Fraud,2,14-17,U,0,f,t,0.000000,
victims,2024,5.5,Fraud,2,18-30,M,5952,f,t,0.097465,
victims,2024,5.5,Fraud,2,18-30,F,6487,f,t,0.106226,
victims,2024,5.5,Fraud,2,18-30,U,1,f,t,0.000016,
victims,2024,5.5,Fraud,2,31-40,M,5221,f,t,0.085495,
victims,2024,5.5,Fraud,2,31-40,F,5362,f,t,0.087804,
victims,2024,5.5,Fraud,2,31-40,U,0,f,t,0.000000,
victims,2024,5.5,Fraud,2,41-64,M,13404,f,t,0.219493,
victims,2024,5.5,Fraud,2,41-64,F,13923,f,t,0.227992,
victims,2024,5.5,Fraud,2,41-64,U,4,f,t,0.000066,
victims,2024,5.5,Fraud,2,65+,M,5537,f,t,0.090669,
victims,2024,5.5,Fraud,2,65+,F,4986,f,t,0.081647,
victims,2024,5.5,Fraud,2,65+,U,0,f,t,0.000000,
victims,2024,5.5,Fraud,2,U,M,29,f,f,0.000475,
victims,2024,5.5,Fraud,2,U,F,14,f,f,0.000229,
victims,2024,5.5,Fraud,2,U,U,3,f,f,0.000049,
victims,2024,5.5.1,Computer enabled fraud,3,0-13,M,7,f,f,0.000151,
victims,2024,5.5.1,Computer enabled fraud,3,0-13,F,6,f,f,0.000129,
victims,2024,5.5.1,Computer enabled fraud,3,0-13,U,0,f,f,0.000000,
victims,2024,5.5.1,Computer enabled fraud,3,14-17,M,39,f,t,0.000841,
victims,2024,5.5.1,Computer enabled fraud,3,14-17,F,44,f,t,0.000949,
victims,2024,5.5.1,Computer enabled fraud,3,14-17,U,0,f,t,0.000000,
victims,2024,5.5.1,Computer enabled fraud,3,18-30,M,4410,f,t,0.095139,
victims,2024,5.5.1,Computer enabled fraud,3,18-30,F,4785,f,t,0.103230,
victims,2024,5.5.1,Computer enabled fraud,3,18-30,U,0,f,t,0.000000,
victims,2024,5.5.1,Computer enabled fraud,3,31-40,M,3828,f,t,0.082584,
victims,2024,5.5.1,Computer enabled fraud,3,31-40,F,4223,f,t,0.091105,
victims,2024,5.5.1,Computer enabled fraud,3,31-40,U,0,f,t,0.000000,
victims,2024,5.5.1,Computer enabled fraud,3,41-64,M,10328,f,t,0.222812,
victims,2024,5.5.1,Computer enabled fraud,3,41-64,F,11228,f,t,0.242228,
victims,2024,5.5.1,Computer enabled fraud,3,41-64,U,3,f,t,0.000065,
victims,2024,5.5.1,Computer enabled fraud,3,65+,M,4048,f,t,0.087330,
victims,2024,5.5.1,Computer enabled fraud,3,65+,F,3396,f,t,0.073264,
victims,2024,5.5.1,Computer enabled fraud,3,65+,U,0,f,t,0.000000,
victims,2024,5.5.1,Computer enabled fraud,3,U,M,6,f,f,0.000129,
victims,2024,5.5.1,Computer enabled fraud,3,U,F,1,f,f,0.000022,
victims,2024,5.5.1,Computer enabled fraud,3,U,U,1,f,f,0.000022,
victims,2024,5.6,Criminal damage,2,0-13,M,9,f,f,0.000409,
victims,2024,5.6,Criminal damage,2,0-13,F,2,f,f,0.000091,
victims,2024,5.6,Criminal damage,2,0-13,U,0,f,f,0.000000,
victims,2024,5.6,Criminal damage,2,14-17,M,7,f,t,0.000318,
victims,2024,5.6,Criminal damage,2,14-17,F,6,f,t,0.000272,
victims,2024,5.6,Criminal damage,2,14-17,U,0,f,t,0.000000,
victims,2024,5.6,Criminal damage,2,18-30,M,1722,f,t,0.078180,
victims,2024,5.6,Criminal damage,2,18-30,F,1074,f,t,0.048761,
victims,2024,5.6,Criminal damage,2,18-30,U,0,f,t,0.000000,
victims,2024,5.6,Criminal damage,2,31-40,M,2721,f,t,0.123536,
victims,2024,5.6,Criminal damage,2,31-40,F,1561,f,t,0.070871,
victims,2024,5.6,Criminal damage,2,31-40,U,0,f,t,0.000000,
victims,2024,5.6,Criminal damage,2,41-64,M,7991,f,t,0.362799,
victims,2024,5.6,Criminal damage,2,41-64,F,4449,f,t,0.201989,
victims,2024,5.6,Criminal damage,2,41-64,U,0,f,t,0.000000,
victims,2024,5.6,Criminal damage,2,65+,M,1637,f,t,0.074321,
victims,2024,5.6,Criminal damage,2,65+,F,802,f,t,0.036412,
victims,2024,5.6,Criminal damage,2,65+,U,0,f,t,0.000000,
victims,2024,5.6,Criminal damage,2,U,M,32,f,f,0.001453,
victims,2024,5.6,Criminal damage,2,U,F,9,f,f,0.000409,
victims,2024,5.6,Criminal damage,2,U,U,4,f,f,0.000182,
victims,2024,5.7,Offences against intellectual and industrial property,2,0-13,M,0,f,f,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,0-13,F,0,f,f,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,0-13,U,0,f,f,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,14-17,M,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,14-17,F,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,14-17,U,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,18-30,M,2,f,t,0.086957,
victims,2024,5.7,Offences against intellectual and industrial property,2,18-30,F,1,f,t,0.043478,
victims,2024,5.7,Offences against intellectual and industrial property,2,18-30,U,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,31-40,M,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,31-40,F,3,f,t,0.130435,
victims,2024,5.7,Offences against intellectual and industrial property,2,31-40,U,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,41-64,M,6,f,t,0.260870,
victims,2024,5.7,Offences against intellectual and industrial property,2,41-64,F,8,f,t,0.347826,
victims,2024,5.7,Offences against intellectual and industrial property,2,41-64,U,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,65+,M,1,f,t,0.043478,
victims,2024,5.7,Offences against intellectual and industrial property,2,65+,F,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,65+,U,0,f,t,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,U,M,0,f,f,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,U,F,0,f,f,0.000000,
victims,2024,5.7,Offences against intellectual and industrial property,2,U,U,2,f,f,0.086957,
victims,2024,5.8,Money laundering,2,0-13,M,0,f,f,0.000000,
victims,2024,5.8,Money laundering,2,0-13,F,0,f,f,0.000000,
victims,2024,5.8,Money laundering,2,0-13,U,0,f,f,0.000000,
victims,2024,5.8,Money laundering,2,14-17,M,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,14-17,F,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,14-17,U,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,18-30,M,5,f,t,0.294118,
victims,2024,5.8,Money laundering,2,18-30,F,3,f,t,0.176471,
victims,2024,5.8,Money laundering,2,18-30,U,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,31-40,M,1,f,t,0.058824,
victims,2024,5.8,Money laundering,2,31-40,F,2,f,t,0.117647,
victims,2024,5.8,Money laundering,2,31-40,U,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,41-64,M,3,f,t,0.176471,
victims,2024,5.8,Money laundering,2,41-64,F,2,f,t,0.117647,
victims,2024,5.8,Money laundering,2,41-64,U,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,65+,M,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,65+,F,1,f,t,0.058824,
victims,2024,5.8,Money laundering,2,65+,U,0,f,t,0.000000,
victims,2024,5.8,Money laundering,2,U,M,0,f,f,0.000000,
victims,2024,5.8,Money laundering,2,U,F,0,f,f,0.000000,
victims,2024,5.8,Money laundering,2,U,U,0,f,f,0.000000,
victims,2024,5.9,Other property offences,2,0-13,M,10,f,f,0.001424,
victims,2024,5.9,Other property offences,2,0-13,F,9,f,f,0.001282,
victims,2024,5.9,Other property offences,2,0-13,U,0,f,f,0.000000,
victims,2024,5.9,Other property offences,2,14-17,M,89,f,t,0.012674,
victims,2024,5.9,Other property offences,2,14-17,F,42,f,t,0.005981,
victims,2024,5.9,Other property offences,2,14-17,U,0,f,t,0.000000,
victims,2024,5.9,Other property offences,2,18-30,M,1278,f,t,0.181999,
victims,2024,5.9,Other property offences,2,18-30,F,754,f,t,0.107377,
victims,2024,5.9,Other property offences,2,18-30,U,0,f,t,0.000000,
victims,2024,5.9,Other property offences,2,31-40,M,793,f,t,0.112931,
victims,2024,5.9,Other property offences,2,31-40,F,538,f,t,0.076616,
victims,2024,5.9,Other property offences,2,31-40,U,0,f,t,0.000000,
victims,2024,5.9,Other property offences,2,41-64,M,1603,f,t,0.228283,
victims,2024,5.9,Other property offences,2,41-64,F,1110,f,t,0.158075,
victims,2024,5.9,Other property offences,2,41-64,U,0,f,t,0.000000,
victims,2024,5.9,Other property offences,2,65+,M,378,f,t,0.053831,
victims,2024,5.9,Other property offences,2,65+,F,311,f,t,0.044289,
victims,2024,5.9,Other property offences,2,65+,U,0,f,t,0.000000,
victims,2024,5.9,Other property offences,2,U,M,52,f,f,0.007405,
victims,2024,5.9,Other property offences,2,U,F,8,f,f,0.001139,
victims,2024,5.9,Other property offences,2,U,U,47,f,f,0.006693,
victims,2024,6,Offences against public safety,1,0-13,M,1,f,f,0.005682,
victims,2024,6,Offences against public safety,1,0-13,F,0,f,f,0.000000,
victims,2024,6,Offences against public safety,1,0-13,U,0,f,f,0.000000,
victims,2024,6,Offences against public safety,1,14-17,M,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,14-17,F,4,f,t,0.022727,
victims,2024,6,Offences against public safety,1,14-17,U,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,18-30,M,33,f,t,0.187500,
victims,2024,6,Offences against public safety,1,18-30,F,13,f,t,0.073864,
victims,2024,6,Offences against public safety,1,18-30,U,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,31-40,M,19,f,t,0.107955,
victims,2024,6,Offences against public safety,1,31-40,F,13,f,t,0.073864,
victims,2024,6,Offences against public safety,1,31-40,U,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,41-64,M,48,f,t,0.272727,
victims,2024,6,Offences against public safety,1,41-64,F,24,f,t,0.136364,
victims,2024,6,Offences against public safety,1,41-64,U,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,65+,M,6,f,t,0.034091,
victims,2024,6,Offences against public safety,1,65+,F,6,f,t,0.034091,
victims,2024,6,Offences against public safety,1,65+,U,0,f,t,0.000000,
victims,2024,6,Offences against public safety,1,U,M,9,f,f,0.051136,
victims,2024,6,Offences against public safety,1,U,F,0,f,f,0.000000,
victims,2024,6,Offences against public safety,1,U,U,0,f,f,0.000000,
victims,2024,6.1,Drug trafficking,2,0-13,M,0,f,f,0.000000,
victims,2024,6.1,Drug trafficking,2,0-13,F,0,f,f,0.000000,
victims,2024,6.1,Drug trafficking,2,0-13,U,0,f,f,0.000000,
victims,2024,6.1,Drug trafficking,2,14-17,M,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,14-17,F,1,f,t,0.045455,
victims,2024,6.1,Drug trafficking,2,14-17,U,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,18-30,M,6,f,t,0.272727,
victims,2024,6.1,Drug trafficking,2,18-30,F,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,18-30,U,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,31-40,M,2,f,t,0.090909,
victims,2024,6.1,Drug trafficking,2,31-40,F,2,f,t,0.090909,
victims,2024,6.1,Drug trafficking,2,31-40,U,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,41-64,M,4,f,t,0.181818,
victims,2024,6.1,Drug trafficking,2,41-64,F,2,f,t,0.090909,
victims,2024,6.1,Drug trafficking,2,41-64,U,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,65+,M,1,f,t,0.045455,
victims,2024,6.1,Drug trafficking,2,65+,F,2,f,t,0.090909,
victims,2024,6.1,Drug trafficking,2,65+,U,0,f,t,0.000000,
victims,2024,6.1,Drug trafficking,2,U,M,2,f,f,0.090909,
victims,2024,6.1,Drug trafficking,2,U,F,0,f,f,0.000000,
victims,2024,6.1,Drug trafficking,2,U,U,0,f,f,0.000000,
victims,2024,6.2,Road safety offences,2,0-13,M,0,f,f,0.000000,
victims,2024,6.2,Road safety offences,2,0-13,F,0,f,f,0.000000,
victims,2024,6.2,Road safety offences,2,0-13,U,0,f,f,0.000000,
victims,2024,6.2,Road safety offences,2,14-17,M,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,14-17,F,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,14-17,U,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,18-30,M,18,f,t,0.240000,
victims,2024,6.2,Road safety offences,2,18-30,F,9,f,t,0.120000,
victims,2024,6.2,Road safety offences,2,18-30,U,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,31-40,M,7,f,t,0.093333,
victims,2024,6.2,Road safety offences,2,31-40,F,4,f,t,0.053333,
victims,2024,6.2,Road safety offences,2,31-40,U,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,41-64,M,20,f,t,0.266667,
victims,2024,6.2,Road safety offences,2,41-64,F,9,f,t,0.120000,
victims,2024,6.2,Road safety offences,2,41-64,U,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,65+,M,2,f,t,0.026667,
victims,2024,6.2,Road safety offences,2,65+,F,2,f,t,0.026667,
victims,2024,6.2,Road safety offences,2,65+,U,0,f,t,0.000000,
victims,2024,6.2,Road safety offences,2,U,M,4,f,f,0.053333,
victims,2024,6.2,Road safety offences,2,U,F,0,f,f,0.000000,
victims,2024,6.2,Road safety offences,2,U,U,0,f,f,0.000000,
victims,2024,6.3,Other offences against public safety,2,0-13,M,1,f,f,0.012658,
victims,2024,6.3,Other offences against public safety,2,0-13,F,0,f,f,0.000000,
victims,2024,6.3,Other offences against public safety,2,0-13,U,0,f,f,0.000000,
victims,2024,6.3,Other offences against public safety,2,14-17,M,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,14-17,F,3,f,t,0.037975,
victims,2024,6.3,Other offences against public safety,2,14-17,U,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,18-30,M,9,f,t,0.113924,
victims,2024,6.3,Other offences against public safety,2,18-30,F,4,f,t,0.050633,
victims,2024,6.3,Other offences against public safety,2,18-30,U,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,31-40,M,10,f,t,0.126582,
victims,2024,6.3,Other offences against public safety,2,31-40,F,7,f,t,0.088608,
victims,2024,6.3,Other offences against public safety,2,31-40,U,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,41-64,M,24,f,t,0.303797,
victims,2024,6.3,Other offences against public safety,2,41-64,F,13,f,t,0.164557,
victims,2024,6.3,Other offences against public safety,2,41-64,U,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,65+,M,3,f,t,0.037975,
victims,2024,6.3,Other offences against public safety,2,65+,F,2,f,t,0.025316,
victims,2024,6.3,Other offences against public safety,2,65+,U,0,f,t,0.000000,
victims,2024,6.3,Other offences against public safety,2,U,M,3,f,f,0.037975,
victims,2024,6.3,Other offences against public safety,2,U,F,0,f,f,0.000000,
victims,2024,6.3,Other offences against public safety,2,U,U,0,f,f,0.000000,
victims,2024,7,Forgery offences,1,0-13,M,4,f,f,0.000631,
victims,2024,7,Forgery offences,1,0-13,F,8,f,f,0.001261,
victims,2024,7,Forgery offences,1,0-13,U,0,f,f,0.000000,
victims,2024,7,Forgery offences,1,14-17,M,15,f,t,0.002365,
victims,2024,7,Forgery offences,1,14-17,F,19,f,t,0.002995,
victims,2024,7,Forgery offences,1,14-17,U,0,f,t,0.000000,
victims,2024,7,Forgery offences,1,18-30,M,733,f,t,0.115560,
victims,2024,7,Forgery offences,1,18-30,F,711,f,t,0.112092,
victims,2024,7,Forgery offences,1,18-30,U,0,f,t,0.000000,
victims,2024,7,Forgery offences,1,31-40,M,751,f,t,0.118398,
victims,2024,7,Forgery offences,1,31-40,F,630,f,t,0.099322,
victims,2024,7,Forgery offences,1,31-40,U,0,f,t,0.000000,
victims,2024,7,Forgery offences,1,41-64,M,1605,f,t,0.253035,
victims,2024,7,Forgery offences,1,41-64,F,1355,f,t,0.213621,
victims,2024,7,Forgery offences,1,41-64,U,0,f,t,0.000000,
victims,2024,7,Forgery offences,1,65+,M,283,f,t,0.044616,
victims,2024,7,Forgery offences,1,65+,F,214,f,t,0.033738,
victims,2024,7,Forgery offences,1,65+,U,0,f,t,0.000000,
victims,2024,7,Forgery offences,1,U,M,5,f,f,0.000788,
victims,2024,7,Forgery offences,1,U,F,10,f,f,0.001577,
victims,2024,7,Forgery offences,1,U,U,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,0-13,M,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,0-13,F,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,0-13,U,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,14-17,M,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,14-17,F,2,f,t,0.100000,
victims,2024,8,Offences against the public administration,1,14-17,U,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,18-30,M,2,f,t,0.100000,
victims,2024,8,Offences against the public administration,1,18-30,F,6,f,t,0.300000,
victims,2024,8,Offences against the public administration,1,18-30,U,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,31-40,M,1,f,t,0.050000,
victims,2024,8,Offences against the public administration,1,31-40,F,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,31-40,U,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,41-64,M,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,41-64,F,8,f,t,0.400000,
victims,2024,8,Offences against the public administration,1,41-64,U,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,65+,M,1,f,t,0.050000,
victims,2024,8,Offences against the public administration,1,65+,F,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,65+,U,0,f,t,0.000000,
victims,2024,8,Offences against the public administration,1,U,M,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,U,F,0,f,f,0.000000,
victims,2024,8,Offences against the public administration,1,U,U,0,f,f,0.000000,
victims,2024,9,Offences against the administration of justice,1,0-13,M,19,f,f,0.004307,
victims,2024,9,Offences against the administration of justice,1,0-13,F,8,f,f,0.001814,
victims,2024,9,Offences against the administration of justice,1,0-13,U,0,f,f,0.000000,
victims,2024,9,Offences against the administration of justice,1,14-17,M,9,f,t,0.002040,
victims,2024,9,Offences against the administration of justice,1,14-17,F,64,f,t,0.014509,
victims,2024,9,Offences against the administration of justice,1,14-17,U,0,f,t,0.000000,
victims,2024,9,Offences against the administration of justice,1,18-30,M,110,f,t,0.024938,
victims,2024,9,Offences against the administration of justice,1,18-30,F,906,f,t,0.205396,
victims,2024,9,Offences against the administration of justice,1,18-30,U,0,f,t,0.000000,
victims,2024,9,Offences against the administration of justice,1,31-40,M,150,f,t,0.034006,
victims,2024,9,Offences against the administration of justice,1,31-40,F,1033,f,t,0.234187,
victims,2024,9,Offences against the administration of justice,1,31-40,U,0,f,t,0.000000,
victims,2024,9,Offences against the administration of justice,1,41-64,M,266,f,t,0.060304,
victims,2024,9,Offences against the administration of justice,1,41-64,F,1235,f,t,0.279982,
victims,2024,9,Offences against the administration of justice,1,41-64,U,2,f,t,0.000453,
victims,2024,9,Offences against the administration of justice,1,65+,M,103,f,t,0.023351,
victims,2024,9,Offences against the administration of justice,1,65+,F,150,f,t,0.034006,
victims,2024,9,Offences against the administration of justice,1,65+,U,0,f,t,0.000000,
victims,2024,9,Offences against the administration of justice,1,U,M,206,f,f,0.046701,
victims,2024,9,Offences against the administration of justice,1,U,F,132,f,f,0.029925,
victims,2024,9,Offences against the administration of justice,1,U,U,18,f,f,0.004081,
victims,2024,10,Offences against public order,1,0-13,M,5,f,f,0.001323,
victims,2024,10,Offences against public order,1,0-13,F,0,f,f,0.000000,
victims,2024,10,Offences against public order,1,0-13,U,0,f,f,0.000000,
victims,2024,10,Offences against public order,1,14-17,M,1,f,t,0.000265,
victims,2024,10,Offences against public order,1,14-17,F,0,f,t,0.000000,
victims,2024,10,Offences against public order,1,14-17,U,0,f,t,0.000000,
victims,2024,10,Offences against public order,1,18-30,M,194,f,t,0.051336,
victims,2024,10,Offences against public order,1,18-30,F,30,f,t,0.007939,
victims,2024,10,Offences against public order,1,18-30,U,3,f,t,0.000794,
victims,2024,10,Offences against public order,1,31-40,M,631,f,t,0.166975,
victims,2024,10,Offences against public order,1,31-40,F,43,f,t,0.011379,
victims,2024,10,Offences against public order,1,31-40,U,4,f,t,0.001058,
victims,2024,10,Offences against public order,1,41-64,M,512,f,t,0.135486,
victims,2024,10,Offences against public order,1,41-64,F,36,f,t,0.009526,
victims,2024,10,Offences against public order,1,41-64,U,1,f,t,0.000265,
